name,id
U.D.O.,342
Ufomammut,27168
Ulcerate,4861
Ulver,1208
Unanimated,3034
Unaussprechlichen Kulten,6491
Uncle Acid and the Deadbeats,3540329522
Underoath,98854
Unearth,5269
Unexpect,302
Unholy,3533
Unisonic,3540340579
Unleash the Archers,3540277256
Unleashed,359
Urfaust,19596
Urgehal,4312
Usurper,499
