name,id
Yattering,819
Year of No Light,31475
Yellow Eyes,3540340620
Yellow Machinegun,20192
Yggdrasil,7716
Yngwie J. Malmsteen,84
Yob,10929
Young and in the Way,3540328180
Yyrkoon,5283
